Season,Seed,TeamID
2013,W10,351
2013,X10,377
2013,Y10,390
2013,Z10,391
2013,W11,345
2013,X11,363
2013,Y11,394
2013,Z11,396
2013,W12,349
2013,X12,362
2013,Y12,392
2013,Z12,399
2013,W13,343
2013,X13,358
2013,Y13,360
2013,Z13,373
2013,W14,337
2013,X14,354
2013,Y14,381
2013,Z14,387
2013,W15,348
2013,X15,378
2013,Y15,384
2013,Z15,398
2013,W16,334
2013,X16,342
2013,Y16,356
2013,Z16,376
2014,W01,403
2014,X01,406
2014,Y01,451
2014,Z01,465
2014,W02,402
2014,X02,407
2014,Y02,436
2014,Z02,445
2014,W03,414
2014,X03,446
2014,Y03,453
2014,Z03,456
2014,W04,409
2014,X04,417
2014,Y04,435
2014,Z04,441
2014,W05,408
2014,X05,418
2014,Y05,424
2014,Z05,460
2014,W06,425
2014,X06,429
2014,Y06,439
2014,Z06,463
2014,W07,412
2014,X07,422
2014,Y07,431
2014,Z07,457
2014,W08,438
2014,X08,443
2014,Y08,449
2014,Z08,458
2014,W09,421
2014,X09,423
2014,Y09,444
2014,Z09,450
2014,W10,416
2014,X10,419
2014,Y10,462
2014,Z10,464
2014,W11,413
2014,X11,420
2014,Y11,432
2014,Z11,455
2014,W12,415
2014,X12,426
2014,Y12,427
2014,Z12,448
2014,W13,410
2014,X13,430
2014,Y13,440
2014,Z13,454
2014,W14,404
2014,X14,428
2014,Y14,437
2014,Z14,442
2014,W15,401
2014,X15,434
2014,Y15,452
2014,Z15,466
2014,W16,405
2014,X16,459
2014,Y16,461
2014,Z16,467
2015,W01,471
2015,X01,475
2015,Y01,510
2015,Z01,522
2015,W02,474
2015,X02,511
2015,Y02,517
2015,Z02,534
2015,W03,493
2015,X03,495
2015,Y03,512
2015,Z03,532
2015,W04,501
2015,X04,505
2015,Y04,508
2015,Z04,520
2015,W05,473
2015,X05,478
2015,Y05,496
2015,Z05,533
2015,W06,468
2015,X06,486
2015,Y06,490
2015,Z06,528
2015,W07,472
2015,X07,476
2015,Y07,504
2015,Z07,513
2015,W08,487
2015,X08,491
2015,Y08,500
2015,Z08,526
2015,W09,485
2015,X09,489
2015,Y09,492
2015,Z09,507
2015,W10,494
2015,X10,514
2015,Y10,519
2015,Z10,524
2015,W11,479
2015,X11,483
2015,Y11,503
2015,Z11,523
2015,W12,469
2015,X12,470
2015,Y12,484
2015,Z12,529
2015,W13,477
2015,X13,480
2015,Y13,515
2015,Z13,521
2015,W14,481
2015,X14,497
2015,Y14,518
2015,Z14,535
2015,W15,482
2015,X15,499
2015,Y15,502
2015,Z15,531
2015,W16,488
2015,X16,509
2015,Y16,516
2015,Z16,525
2016,W01,542
2016,X01,566
2016,Y01,570
2016,Z01,578
2016,W02,537
2016,X02,543
2016,Y02,567
2016,Z02,572
2016,W03,540
2016,X03,546
2016,Y03,552
2016,Z03,574
2016,W04,577
2016,X04,579
2016,Y04,591
2016,Z04,597
2016,W05,562
2016,X05,575
2016,Y05,582
2016,Z05,601
2016,W06,553
2016,X06,560
2016,Y06,568
2016,Z06,603
2016,W07,538
2016,X07,565
2016,Y07,580
2016,Z07,592
2016,W08,547
2016,X08,551
2016,Y08,561
2016,Z08,594
2016,W09,563
2016,X09,593
2016,Y09,595
2016,Z09,599
2016,W10,544
2016,X10,554
2016,Y10,555
2016,Z10,564
2016,W11,539
2016,X11,569
2016,Y11,573
2016,Z11,587
2016,W12,536
2016,X12,559
2016,Y12,576
2016,Z12,596
2016,W13,548
2016,X13,556
2016,Y13,581
2016,Z13,584
2016,W14,557
2016,X14,586
2016,Y14,588
2016,Z14,600
2016,W15,541
2016,X15,549
2016,Y15,571
2016,Z15,598
2016,W16,583
2016,X16,585
2016,Y16,589
2016,Z16,602
2017,W01,612
2017,X01,638
2017,Y01,654
2017,Z01,658
2017,W02,650
2017,X02,651
2017,Y02,663
2017,Z02,671
2017,W03,618
2017,X03,631
2017,Y03,659
2017,Z03,669
2017,W04,608
2017,X04,628
2017,Y04,661
2017,Z04,667
2017,W05,611
2017,X05,633
2017,Y05,643
2017,Z05,656
2017,W06,624
2017,X06,648
2017,Y06,665
2017,Z06,666
2017,W07,623
2017,X07,626
2017,Y07,646
2017,Z07,664
2017,W08,605
2017,X08,634
2017,Y08,647
2017,Z08,670
2017,W09,610
2017,X09,615
2017,Y09,625
2017,Z09,645
2017,W10,607
2017,X10,614
2017,Y10,632
2017,Z10,649
2017,W11,604
2017,X11,616
2017,Y11,627
2017,Z11,653
2017,W12,617
2017,X12,630
2017,Y12,641
2017,Z12,644
2017,W13,606
2017,X13,613
2017,Y13,662
2017,Z13,668
2017,W14,640
2017,X14,652
2017,Y14,657
2017,Z14,660
2017,W15,620
2017,X15,635
2017,Y15,636
2017,Z15,655
2017,W16,619
2017,X16,621
2017,Y16,622
2017,Z16,642
2018,W01,672
2018,X01,677
2018,Y01,678
2018,Z01,718
2018,W02,696
2018,X02,703
2018,Y02,725
2018,Z02,730
2018,W03,682
2018,X03,686
2018,Y03,709
2018,Z03,710
2018,W04,674
2018,X04,721
2018,Y04,735
2018,Z04,738
2018,W05,675
2018,X05,700
2018,Y05,716
2018,Z05,729
2018,W06,687
2018,X06,711
2018,Y06,720
2018,Z06,724
2018,W07,684
2018,X07,694
2018,Y07,705
2018,Z07,736
2018,W08,676
2018,X08,692
2018,Y08,708
2018,Z08,727
2018,W09,701
2018,X09,717
2018,Y09,723
2018,Z09,739
2018,W10,685
2018,X10,697
2018,Y10,699
2018,Z10,732
2018,W11,688
2018,X11,690
2018,Y11,693
2018,Z11,713
2018,W12,691
2018,X12,704
2018,Y12,706
2018,Z12,726
2018,W13,679
2018,X13,712
2018,Y13,728
2018,Z13,733
2018,W14,673
2018,X14,689
2018,Y14,707
2018,Z14,734
2018,W15,715
2018,X15,719
2018,Y15,722
2018,Z15,731
2018,W16,680
2018,X16,683
2018,Y16,695
2018,Z16,698
2019,W01,745
2019,X01,770
2019,Y01,792
2019,Z01,798
2019,W02,753
2019,X02,778
2019,Y02,779
2019,Z02,785
2019,W03,752
2019,X03,760
2019,Y03,782
2019,Z03,791
2019,W04,744
2019,X04,786
2019,Y04,787
2019,Z04,795
2019,W05,742
2019,X05,775
2019,Y05,781
2019,Z05,805
2019,W06,746
2019,X06,780
2019,Y06,788
2019,Z06,801
2019,W07,741
2019,X07,772
2019,Y07,783
2019,Z07,800
2019,W08,748
2019,X08,749
2019,Y08,755
2019,Z08,776
2019,W09,743
2019,X09,750
2019,Y09,764
2019,Z09,804
2019,W10,757
2019,X10,777
2019,Y10,789
2019,Z10,796
2019,W11,758
2019,X11,765
2019,Y11,803
2019,Z11,806
2019,W12,762
2019,X12,771
2019,Y12,773
2019,Z12,784
2019,W13,747
2019,X13,751
2019,Y13,759
2019,Z13,767
2019,W14,740
2019,X14,763
2019,Y14,766
2019,Z14,793
2019,W15,774
2019,X15,799
2019,Y15,802
2019,Z15,807
2019,W16,768
2019,X16,790
2019,Y16,794
2019,Z16,797
2021,W01,844
2021,X01,852
2021,Y01,856
2021,Z01,871
2021,W02,835
2021,X02,850
2021,Y02,853
2021,Z02,874
2021,W03,811
2021,X03,823
2021,Y03,849
2021,Z03,872
2021,W04,813
2021,X04,829
2021,Y04,833
2021,Z04,859
2021,W05,814
2021,X05,824
2021,Y05,864
2021,Z05,866
2021,W06,817
2021,X06,821
2021,Y06,827
2021,Z06,870
2021,W07,860
2021,X07,865
2021,Y07,869
2021,W08,834
2021,X08,838
2021,Y08,846
2021,Z08,847
2021,W09,808
2021,X09,826
2021,Y09,842
2021,Z09,857
2021,W10,812
2021,X10,828
2021,Y10,845
2021,W11,816
2021,X11,819
2021,Y11,825
2021,Z11,863
2021,W12,809
2021,X12,820
2021,Y12,830
2021,Z12,858
2021,W13,818
2021,X13,836
2021,Y13,837
2021,Z13,848
2021,W14,841
2021,X14,861
2021,Y14,867
2021,Z14,875
2021,W15,832
2021,X15,851
2021,Y15,855
2021,Z15,868
2021,W16,822
2021,X16,839
2021,Y16,854
2021,Z16,862
2022,W01,918
2022,X01,925
2022,Y01,938
2022,Z01,941
2022,W02,881
2022,X02,917
2022,Y02,927
2022,Z02,939
2022,W03,879
2022,X03,886
2022,Y03,890
2022,Z03,900
2022,W04,884
2022,X04,901
2022,Y04,923
2022,Z04,940
2022,W05,897
2022,X05,921
2022,Y05,924
2022,Z05,931
2022,W06,889
2022,X06,914
2022,Y06,932
2022,Z06,942
2022,W07,883
2022,X07,902
2022,Y07,907
2022,Z07,909
2022,W08,893
2022,X08,895
2022,Y08,904
2022,Z08,937
2022,W09,891
2022,X09,912
2022,Y09,913
2022,Z09,930
2022,W10,894
2022,X10,911
2022,Y10,915
2022,Z10,929
2022,W11,880
2022,X11,903
2022,Y11,910
2022,Z11,920
2022,W12,885
2022,X12,899
2022,Y12,906
2022,Z12,922
2022,W13,882
2022,X13,892
2022,Y13,934
2022,Z13,943
2022,W14,876
2022,X14,908
2022,Y14,916
2022,Z14,933
2022,W15,896
2022,X15,919
2022,Y15,928
2022,Z15,935
2022,W16,878
2022,X16,887
2022,Y16,905
2022,Z16,926
2023,W01,963
2023,X01,986
2023,Y01,993
2023,Z01,1011
2023,W02,952
2023,X02,957
2023,Y02,980
2023,Z02,1010
2023,W03,944
2023,X03,985
2023,Y03,995
2023,Z03,1006
2023,W04,946
2023,X04,958
2023,Y04,990
2023,Z04,1002
2023,W05,961
2023,X05,962
2023,Y05,977
2023,Z05,999
2023,W06,959
2023,X06,982
2023,Y06,987
2023,Z06,1001
2023,W07,956
2023,X07,969
2023,Y07,974
2023,Z07,976
2023,W08,978
2023,X08,979
2023,Y08,988
2023,Z08,1008
2023,W09,945
2023,X09,991
2023,Y09,997
2023,Z09,1007
2023,W10,949
2023,X10,950
2023,Y10,967
2023,Z10,1005
2023,W11,964
2023,X11,966
2023,Y11,971
2023,Z11,1009
2023,W12,948
2023,X12,968
2023,Y12,1000
2023,Z12,1003
2023,W13,981
2023,X13,983
2023,Y13,989
2023,Z13,996
2023,W14,953
2023,X14,973
2023,Y14,984
2023,Z14,994
2023,W15,947
2023,X15,951
2023,Y15,965
2023,Z15,1004
2023,W16,955
2023,X16,970
2023,Y16,992
2023,Z16,998
2024,W01,1033
2024,X01,1038
2024,Y01,1056
2024,Z01,1067
2024,W02,1024
2024,X02,1047
2024,Y02,1053
2024,Z02,1077
2024,W03,1050
2024,X03,1054
2024,Y03,1066
2024,Z03,1075
2024,W04,1051
2024,X04,1063
2024,Y04,1076
2024,Z04,1078
2024,W05,1013
2024,X05,1029
2024,Y05,1032
2024,Z05,1059
2024,W06,1021
2024,X06,1028
2024,Y06,1072
2024,Z06,1073
2024,W07,1015
2024,X07,1023
2024,Y07,1061
2024,Z07,1065
2024,W08,1019
2024,X08,1041
2024,Y08,1044
2024,Z08,1060
2024,W09,1022
2024,X09,1025
2024,Y09,1036
2024,Z09,1045
2024,W10,1040
2024,X10,1064
2024,Y10,1068
2024,Z10,1069
2024,W11,1034
2024,X11,1037
2024,Y11,1039
2024,Z11,1062
2024,W12,1020
2024,X12,1046
2024,Y12,1052
2024,Z12,1057
2024,W13,1012
2024,X13,1018
2024,Y13,1030
2024,Z13,1070
2024,W14,1035
2024,X14,1042
2024,Y14,1071
2024,Z14,1079
2024,W15,1014
2024,X15,1027
2024,Y15,1031
2024,Z15,1049
2024,W16,1016
2024,X16,1026
2024,Y16,1048
2024,Z16,1058
2025,W01,1126
2025,X01,1131
2025,Y01,1132
2025,Z01,1141
2025,W02,1094
2025,X02,1095
2025,Y02,1113
2025,Z02,1146
2025,W03,1083
2025,X03,1091
2025,Y03,1122
2025,Z03,1124
2025,W04,1092
2025,X04,1101
2025,Y04,1117
2025,Z04,1143
2025,W05,1102
2025,X05,1114
2025,Y05,1115
2025,Z05,1137
2025,W06,1110
2025,X06,1112
2025,Y06,1125
2025,Z06,1138
2025,W07,1088
2025,X07,1098
2025,Y07,1118
2025,Z07,1123
2025,W08,1111
2025,X08,1119
2025,Y08,1129
2025,Z08,1135
2025,W09,1103
2025,X09,1130
2025,Y09,1134
2025,Z09,1140
2025,W10,1085
2025,X10,1086
2025,Y10,1106
2025,Z10,1142
2025,W11,1081
2025,X11,1084
2025,Y11,1104
2025,Z11,1133
2025,W12,1089
2025,X12,1116
2025,Y12,1121
2025,Z12,1136
2025,W13,1080
2025,X13,1127
2025,Y13,1128
2025,Z13,1147
2025,W14,1087
2025,X14,1090
2025,Y14,1109
2025,Z14,1120
2025,W15,1082
2025,X15,1100
2025,Y15,1107
2025,Z15,1139
2025,W16,1096
2025,X16,1105
2025,Y16,1108
2025,Z16,1145
