Season,DayNum,WTeamID,LTeamID,WScore,LScore
2010,137,179,131,101,96
2010,137,178,189,62,45
2010,137,135,136,69,56
2010,137,188,156,70,57
2010,137,194,153,72,49
2010,138,173,147,70,69
2010,138,193,179,63,56
2010,138,135,178,73,66
2010,138,188,194,78,71
2010,139,193,173,52,50
2010,139,188,135,78,57
2010,140,188,193,61,59
2011,135,226,204,75,46
2011,135,249,201,61,57
2011,135,199,254,84,76
2011,135,240,222,59,57
2011,135,236,196,66,55
2011,135,216,243,77,60
2011,135,200,247,68,65
2011,135,230,238,102,87
2011,135,252,245,87,45
2011,135,234,214,75,45
2011,135,261,235,77,75
2011,135,213,227,85,81
2011,135,255,232,78,63
2011,135,253,258,81,52
2011,135,215,224,66,64
2011,135,218,229,68,50
2011,135,242,259,72,53
2011,135,244,207,73,62
2011,135,220,203,69,66
2011,135,231,237,62,61
2011,135,202,248,74,56
2011,135,221,219,65,43
2011,135,250,212,57,50
2011,135,228,263,69,56
2011,135,223,208,74,51
2011,135,257,225,60,58
2011,135,241,205,73,68
2011,135,198,260,72,58
2011,135,246,217,86,71
2011,135,256,197,74,66
2011,135,209,233,78,76
2011,135,251,210,79,51
2011,136,226,249,98,66
2011,136,240,199,71,63
2011,136,236,216,66,62
2011,136,230,200,86,83
2011,136,252,234,73,71
2011,136,261,213,70,69
2011,136,253,255,69,58
2011,136,218,215,71,64
2011,136,242,244,73,59
2011,136,220,231,65,48
2011,136,202,221,94,76
2011,136,250,228,71,57
2011,136,257,223,71,70
2011,136,198,241,70,65
2011,136,256,246,89,67
2011,136,251,209,73,65
2011,137,240,226,62,60
2011,137,230,236,81,63
2011,137,261,252,93,77
2011,137,253,218,74,67
2011,137,242,220,77,57
2011,137,202,250,72,71
2011,137,257,198,61,54
2011,137,251,256,83,74
2011,138,240,230,76,69
2011,138,253,261,65,63
2011,138,202,242,71,61
2011,138,257,251,74,71
2011,139,253,240,56,55
2011,139,257,202,70,62
2011,140,253,257,53,41
2012,135,308,267,81,66
2012,135,311,323,77,64
2012,135,271,266,62,59
2012,135,313,292,79,66
2012,135,325,273,68,64
2012,135,330,281,68,60
2012,135,264,288,67,63
2012,135,306,319,75,70
2012,135,298,305,89,67
2012,135,284,300,61,54
2012,135,293,304,75,68
2012,135,303,321,69,62
2012,135,294,324,58,41
2012,135,301,328,88,68
2012,135,318,269,71,45
2012,135,291,296,86,84
2012,135,277,274,72,65
2012,135,309,279,70,64
2012,135,272,314,79,70
2012,135,265,295,73,49
2012,135,326,275,65,59
2012,135,317,278,66,63
2012,135,315,268,77,54
2012,135,286,302,78,59
2012,135,290,270,77,58
2012,135,322,331,58,57
2012,135,280,276,58,44
2012,135,287,299,65,60
2012,135,289,282,79,65
2012,135,316,329,74,59
2012,135,285,283,72,69
2012,135,310,320,65,50
2012,136,308,311,87,71
2012,136,313,271,63,61
2012,136,330,325,80,63
2012,136,264,306,70,58
2012,136,298,284,65,61
2012,136,303,293,59,56
2012,136,301,294,62,53
2012,136,318,291,84,50
2012,136,277,309,75,59
2012,136,265,272,60,57
2012,136,326,317,62,56
2012,136,286,315,73,66
2012,136,290,322,87,73
2012,136,287,280,62,56
2012,136,289,316,66,63
2012,136,310,285,63,60
2012,137,308,313,102,90
2012,137,330,264,75,70
2012,137,303,298,57,44
2012,137,318,301,68,58
2012,137,277,265,64,63
2012,137,286,326,81,66
2012,137,290,287,73,65
2012,137,310,289,60,57
2012,138,308,330,82,70
2012,138,303,318,72,68
2012,138,286,277,77,70
2012,138,310,290,80,67
2012,139,308,303,69,61
2012,139,310,286,64,62
2012,140,308,310,67,59
2013,135,370,356,79,48
2013,135,389,361,84,72
2013,135,349,350,68,55
2013,135,346,358,64,44
2013,135,368,345,54,52
2013,135,365,337,65,54
2013,135,388,391,67,63
2013,135,386,398,73,61
2013,135,382,342,64,58
2013,135,333,347,73,55
2013,135,362,332,57,46
2013,135,373,374,63,61
2013,135,397,396,81,64
2013,135,381,359,68,62
2013,135,377,353,76,58
2013,135,352,378,95,70
2013,135,375,334,64,57
2013,135,357,335,78,71
2013,135,336,399,88,42
2013,135,366,343,71,56
2013,135,363,339,83,63
2013,135,385,354,79,47
2013,135,344,351,70,55
2013,135,384,383,78,68
2013,135,379,376,83,62
2013,135,340,355,76,72
2013,135,392,338,64,61
2013,135,341,360,81,34
2013,135,393,394,68,56
2013,135,369,387,59,58
2013,135,380,390,57,49
2013,135,367,348,78,49
2013,136,370,389,82,56
2013,136,349,346,74,57
2013,136,365,368,70,48
2013,136,386,388,66,50
2013,136,333,382,76,70
2013,136,373,362,76,74
2013,136,397,381,74,51
2013,136,352,377,78,75
2013,136,375,357,70,58
2013,136,366,336,78,53
2013,136,385,363,78,64
2013,136,384,344,81,71
2013,136,379,340,58,52
2013,136,341,392,66,60
2013,136,369,393,74,72
2013,136,367,380,63,59
2013,137,370,349,77,69
2013,137,386,365,71,61
2013,137,333,373,72,58
2013,137,352,397,73,70
2013,137,366,375,87,85
2013,137,385,384,62,50
2013,137,341,379,61,50
2013,137,369,367,71,61
2013,138,370,386,85,63
2013,138,333,352,70,66
2013,138,366,385,79,59
2013,138,341,369,55,39
2013,139,370,333,72,68
2013,139,366,341,61,56
2013,140,370,366,82,76
2014,135,451,467,67,55
2014,135,421,458,77,48
2014,135,415,408,77,75
2014,135,409,410,76,59
2014,135,455,425,60,59
2014,135,414,404,77,53
2014,135,416,431,58,53
2014,135,445,452,80,69
2014,135,406,459,70,59
2014,135,438,450,71,66
2014,135,448,460,61,57
2014,135,435,454,93,78
2014,135,429,420,79,77
2014,135,446,428,93,75
2014,135,457,419,89,81
2014,135,407,434,73,53
2014,135,465,405,68,59
2014,135,449,423,85,77
2014,135,426,424,80,75
2014,135,417,430,73,69
2014,135,463,432,74,60
2014,135,456,442,76,66
2014,135,422,462,87,68
2014,135,402,466,75,35
2014,135,403,461,64,37
2014,135,443,444,56,49
2014,135,418,427,83,80
2014,135,441,440,71,64
2014,135,413,439,86,67
2014,135,437,453,78,71
2014,135,412,464,87,85
2014,135,436,401,57,40
2014,136,451,421,61,45
2014,136,409,415,77,60
2014,136,455,414,55,53
2014,136,416,445,60,57
2014,136,406,438,78,60
2014,136,435,448,80,73
2014,136,446,429,85,83
2014,136,457,407,77,65
2014,136,465,449,84,61
2014,136,417,426,63,44
2014,136,463,456,85,55
2014,136,402,422,85,77
2014,136,443,403,78,76
2014,136,441,418,66,51
2014,136,413,437,83,63
2014,136,436,412,79,65
2014,137,451,409,79,68
2014,137,455,416,82,72
2014,137,435,406,61,59
2014,137,457,446,81,76
2014,137,465,417,70,64
2014,137,402,463,69,52
2014,137,443,441,74,69
2014,137,436,413,73,71
2014,138,451,455,62,52
2014,138,457,435,60,54
2014,138,402,465,64,63
2014,138,443,436,75,72
2014,139,457,451,63,53
2014,139,443,402,74,73
2014,140,457,443,60,54
2015,135,510,516,79,56
2015,135,526,489,66,65
2015,135,473,529,68,62
2015,135,505,477,65,62
2015,135,528,483,56,48
2015,135,495,497,69,65
2015,135,472,514,81,76
2015,135,511,502,75,56
2015,135,471,525,86,72
2015,135,491,492,79,73
2015,135,533,470,56,53
2015,135,501,515,67,65
2015,135,468,503,76,57
2015,135,518,532,57,56
2015,135,494,476,75,72
2015,135,534,482,93,72
2015,135,475,509,93,52
2015,135,500,507,66,65
2015,135,496,469,71,54
2015,135,508,480,57,55
2015,135,523,490,66,53
2015,135,493,535,69,60
2015,135,504,519,70,63
2015,135,474,531,79,67
2015,135,522,488,85,56
2015,135,487,485,76,64
2015,135,478,484,57,50
2015,135,520,521,84,74
2015,135,479,486,60,59
2015,135,481,512,60,59
2015,135,513,524,83,52
2015,135,517,499,86,76
2015,136,510,526,64,51
2015,136,473,505,69,59
2015,136,495,528,67,64
2015,136,472,511,78,65
2015,136,471,491,72,65
2015,136,501,533,87,78
2015,136,468,518,75,67
2015,136,534,494,73,58
2015,136,500,475,71,68
2015,136,508,496,66,53
2015,136,493,523,72,66
2015,136,504,474,60,54
2015,136,522,487,68,49
2015,136,478,520,75,64
2015,136,479,481,92,75
2015,136,517,513,87,68
2015,137,510,473,78,39
2015,137,495,472,81,70
2015,137,471,501,79,72
2015,137,534,468,68,60
2015,137,508,500,75,65
2015,137,504,493,62,58
2015,137,522,478,63,57
2015,137,517,479,74,62
2015,138,510,495,68,66
2015,138,471,534,85,78
2015,138,504,508,76,70
2015,138,522,517,66,52
2015,139,471,510,71,64
2015,139,522,504,81,61
2015,140,522,471,68,63
2016,135,578,602,105,79
2016,135,593,594,74,67
2016,135,575,559,79,74
2016,135,584,597,77,66
2016,135,539,603,65,55
2016,135,574,600,79,72
2016,135,580,554,72,70
2016,135,543,549,86,56
2016,135,566,583,91,52
2016,135,561,595,78,76
2016,135,536,601,79,75
2016,135,591,548,93,85
2016,135,569,553,75,72
2016,135,552,586,92,65
2016,135,544,565,75,67
2016,135,567,598,82,68
2016,135,570,589,83,67
2016,135,563,547,70,69
2016,135,582,596,99,74
2016,135,577,556,85,57
2016,135,568,573,70,63
2016,135,557,540,70,56
2016,135,538,564,47,43
2016,135,537,541,71,53
2016,135,542,585,81,45
2016,135,599,551,71,61
2016,135,576,562,85,83
2016,135,579,581,94,81
2016,135,587,560,68,52
2016,135,546,588,80,69
2016,135,555,592,70,51
2016,135,571,572,90,81
2016,136,578,593,73,61
2016,136,575,584,73,60
2016,136,574,539,65,57
2016,136,543,580,87,68
2016,136,566,561,69,64
2016,136,591,536,71,64
2016,136,552,569,92,88
2016,136,567,544,85,81
2016,136,570,563,85,66
2016,136,582,577,73,67
2016,136,568,557,76,75
2016,136,538,537,66,63
2016,136,542,599,77,69
2016,136,579,576,78,61
2016,136,587,546,82,59
2016,136,555,571,75,50
2016,137,578,575,79,63
2016,137,543,574,92,69
2016,137,566,591,82,68
2016,137,567,552,77,63
2016,137,570,582,101,86
2016,137,568,538,61,56
2016,137,542,579,84,71
2016,137,555,587,63,60
2016,138,543,578,64,59
2016,138,567,566,80,68
2016,138,570,568,88,74
2016,138,555,542,68,62
2016,139,543,567,95,51
2016,139,570,555,83,66
2016,140,543,570,77,74
2017,135,612,642,76,56
2017,135,605,610,84,74
2017,135,611,617,76,71
2017,135,661,662,80,65
2017,135,616,624,66,65
2017,135,669,640,91,73
2017,135,623,649,93,73
2017,135,663,620,87,65
2017,135,658,622,66,46
2017,135,634,615,68,66
2017,135,633,630,60,58
2017,135,608,668,86,80
2017,135,604,648,76,65
2017,135,659,660,86,80
2017,135,626,614,85,77
2017,135,671,636,100,82
2017,135,654,619,100,62
2017,135,645,647,78,58
2017,135,656,641,84,73
2017,135,628,613,80,70
2017,135,627,665,84,72
2017,135,631,657,93,77
2017,135,646,632,92,91
2017,135,650,655,78,63
2017,135,638,621,103,64
2017,135,670,625,77,71
2017,135,644,643,81,72
2017,135,667,606,76,64
2017,135,666,653,75,61
2017,135,618,652,97,80
2017,135,607,664,64,58
2017,135,651,635,79,70
2017,136,605,612,65,62
2017,136,661,611,65,39
2017,136,669,616,82,78
2017,136,623,663,88,81
2017,136,658,634,79,73
2017,136,608,633,83,71
2017,136,604,659,91,66
2017,136,671,626,69,60
2017,136,654,645,90,70
2017,136,628,656,80,76
2017,136,631,627,75,72
2017,136,646,650,73,69
2017,136,638,670,72,65
2017,136,667,644,74,65
2017,136,618,666,79,67
2017,136,651,607,65,62
2017,137,661,605,84,83
2017,137,623,669,70,50
2017,137,658,608,61,58
2017,137,604,671,73,71
2017,137,654,628,98,66
2017,137,631,646,69,68
2017,137,638,667,92,80
2017,137,651,618,86,75
2017,138,623,661,77,70
2017,138,658,604,83,59
2017,138,631,654,74,60
2017,138,638,651,75,73
2017,139,658,623,77,73
2017,139,638,631,77,76
2017,140,638,658,71,65
2018,135,680,677,74,54
2018,135,717,727,69,59
2018,135,716,726,78,73
2018,135,733,738,89,68
2018,135,713,711,64,62
2018,135,686,673,73,47
2018,135,705,685,87,83
2018,135,730,722,68,53
2018,135,672,683,102,83
2018,135,723,708,67,54
2018,135,700,691,81,73
2018,135,721,679,68,64
2018,135,720,693,67,65
2018,135,710,707,61,47
2018,135,684,697,73,69
2018,135,703,715,84,66
2018,135,678,695,87,61
2018,135,739,676,86,83
2018,135,675,706,85,68
2018,135,712,674,81,75
2018,135,724,690,77,62
2018,135,682,689,70,60
2018,135,732,736,79,62
2018,135,696,731,74,48
2018,135,718,698,76,60
2018,135,692,701,94,83
2018,135,729,704,79,68
2018,135,735,728,62,58
2018,135,688,687,57,52
2018,135,709,734,82,78
2018,135,694,699,83,78
2018,135,725,719,89,67
2018,136,717,680,50,43
2018,136,716,733,95,75
2018,136,713,686,63,62
2018,136,705,730,75,73
2018,136,723,672,75,70
2018,136,721,700,90,84
2018,136,710,720,64,63
2018,136,684,703,86,65
2018,136,678,739,81,58
2018,136,675,712,94,71
2018,136,682,724,69,66
2018,136,696,732,76,73
2018,136,718,692,83,79
2018,136,729,735,84,53
2018,136,688,709,55,53
2018,136,725,694,87,62
2018,137,717,716,61,58
2018,137,713,705,69,68
2018,137,723,721,75,60
2018,137,710,684,99,72
2018,137,678,675,90,78
2018,137,682,696,78,65
2018,137,718,729,80,76
2018,137,725,688,69,65
2018,138,713,717,78,62
2018,138,710,723,58,54
2018,138,678,682,71,59
2018,138,718,725,85,81
2018,139,710,713,69,57
2018,139,678,718,95,79
2018,140,678,710,79,62
2019,135,798,768,85,62
2019,135,750,748,73,58
2019,135,784,775,80,76
2019,135,744,759,66,52
2019,135,780,803,79,77
2019,135,782,740,79,74
2019,135,777,783,86,76
2019,135,778,802,76,65
2019,135,792,797,87,49
2019,135,804,755,78,69
2019,135,773,781,83,64
2019,135,795,747,76,69
2019,135,801,806,91,74
2019,135,752,766,72,57
2019,135,796,772,70,61
2019,135,779,774,74,55
2019,135,745,794,71,56
2019,135,764,776,95,72
2019,135,762,742,72,54
2019,135,751,786,70,64
2019,135,746,758,61,57
2019,135,760,763,61,48
2019,135,789,800,79,72
2019,135,753,799,77,70
2019,135,770,790,88,73
2019,135,743,749,78,61
2019,135,805,771,78,77
2019,135,787,767,87,52
2019,135,765,788,62,59
2019,135,791,793,84,55
2019,135,741,757,84,68
2019,135,785,807,79,44
2019,136,798,750,77,76
2019,136,744,784,67,58
2019,136,782,780,69,67
2019,136,778,777,70,50
2019,136,792,804,83,71
2019,136,795,773,90,62
2019,136,752,801,78,58
2019,136,779,796,64,49
2019,136,745,764,63,51
2019,136,762,751,73,54
2019,136,760,746,87,61
2019,136,753,789,83,77
2019,136,770,743,81,59
2019,136,805,787,89,75
2019,136,791,765,74,59
2019,136,785,741,62,56
2019,137,798,744,75,73
2019,137,778,782,80,63
2019,137,792,795,72,58
2019,137,752,779,63,44
2019,137,745,762,53,49
2019,137,760,753,99,94
2019,137,805,770,97,80
2019,137,785,791,62,58
2019,138,778,798,68,67
2019,138,752,792,75,69
2019,138,745,760,80,75
2019,138,805,785,77,71
2019,139,752,778,61,51
2019,139,745,805,63,62
2019,140,745,752,85,77
2021,135,856,839,98,55
2021,135,834,842,72,68
2021,135,864,820,63,62
2021,135,836,813,62,58
2021,135,817,863,72,56
2021,135,849,861,93,84
2021,135,850,855,86,74
2021,135,844,822,82,66
2021,135,846,826,76,61
2021,135,866,858,96,73
2021,135,859,818,64,54
2021,135,819,870,73,62
2021,135,875,823,53,52
2021,135,845,865,63,54
2021,135,874,851,68,55
2021,135,871,854,79,55
2021,135,808,838,85,62
2021,135,814,809,73,63
2021,135,837,829,78,69
2021,135,821,816,65,53
2021,135,872,867,85,68
2021,135,860,812,75,70
2021,135,832,835,75,72
2021,135,852,862,78,49
2021,135,847,857,71,60
2021,135,830,824,70,56
2021,135,833,848,69,60
2021,135,825,827,78,62
2021,135,811,841,84,67
2021,135,828,869,60,56
2021,135,853,868,87,56
2021,136,856,834,87,71
2021,136,864,836,72,58
2021,136,817,849,85,51
2021,136,831,850,95,80
2021,136,844,846,86,78
2021,136,859,866,71,53
2021,136,819,875,67,47
2021,136,874,845,96,77
2021,136,871,808,76,63
2021,136,814,837,84,61
2021,136,872,821,68,66
2021,136,832,860,81,78
2021,136,847,852,71,58
2021,136,830,833,80,70
2021,136,825,811,75,72
2021,136,853,828,63,60
2021,137,856,864,83,65
2021,137,817,831,82,68
2021,137,844,859,76,58
2021,137,819,874,88,78
2021,137,871,814,62,51
2021,137,872,832,72,70
2021,137,830,847,65,58
2021,137,853,825,62,46
2021,138,856,817,85,66
2021,138,819,844,51,49
2021,138,871,872,81,72
2021,138,853,830,67,61
2021,139,856,819,93,90
2021,139,871,853,78,59
2021,140,871,856,86,70
2022,135,925,926,93,72
2022,135,912,937,64,53
2022,135,906,931,70,63
2022,135,940,882,75,71
2022,135,903,942,78,64
2022,135,886,908,97,62
2022,135,909,929,74,73
2022,135,927,935,78,61
2022,135,938,905,85,49
2022,135,904,913,95,63
2022,135,897,922,82,53
2022,135,884,943,57,53
2022,135,889,880,81,73
2022,135,900,876,78,56
2022,135,907,894,92,87
2022,135,896,917,85,79
2022,135,941,878,87,70
2022,135,891,893,69,42
2022,135,924,885,82,68
2022,135,923,934,54,53
2022,135,910,932,75,63
2022,135,890,916,88,56
2022,135,902,915,54,41
2022,135,881,928,80,60
2022,135,918,887,83,56
2022,135,930,895,72,69
2022,135,899,921,67,63
2022,135,901,892,66,57
2022,135,920,914,59,54
2022,135,879,933,67,60
2022,135,911,883,68,66
2022,135,939,919,80,61
2022,136,925,912,82,78
2022,136,940,906,53,48
2022,136,886,903,59,53
2022,136,927,909,85,76
2022,136,904,938,93,86
2022,136,884,897,72,56
2022,136,900,889,81,71
2022,136,896,907,70,60
2022,136,941,891,85,80
2022,136,924,923,68,53
2022,136,910,890,76,68
2022,136,881,902,71,61
2022,136,918,930,79,72
2022,136,901,899,79,51
2022,136,920,879,54,49
2022,136,911,939,79,61
2022,137,940,925,74,68
2022,137,927,886,78,73
2022,137,904,884,73,66
2022,137,896,900,67,64
2022,137,924,941,72,60
2022,137,881,910,63,55
2022,137,918,901,66,61
2022,137,911,920,70,56
2022,138,927,940,78,69
2022,138,904,896,69,49
2022,138,881,924,50,44
2022,138,918,911,76,50
2022,139,904,927,81,77
2022,139,918,881,81,65
2022,140,918,904,72,69
2023,135,1011,955,96,75
2023,135,979,945,67,65
2023,135,961,1003,63,57
2023,135,996,946,68,67
2023,135,1001,971,72,63
2023,135,1006,953,74,56
2023,135,974,949,76,65
2023,135,965,1010,59,55
2023,135,998,963,63,58
2023,135,997,978,66,65
2023,135,999,968,74,51
2023,135,958,981,58,55
2023,135,982,964,61,53
2023,135,985,973,77,65
2023,135,976,950,72,62
2023,135,980,947,78,61
2023,135,993,970,63,52
2023,135,1007,988,83,75
2023,135,977,1000,63,56
2023,135,990,983,71,60
2023,135,966,987,59,41
2023,135,944,984,72,67
2023,135,967,956,76,59
2023,135,957,1004,81,61
2023,135,986,992,96,68
2023,135,1008,991,73,63
2023,135,962,948,63,51
2023,135,1002,989,87,63
2023,135,959,1009,72,70
2023,135,995,994,82,70
2023,135,969,1005,75,67
2023,135,952,951,86,53
2023,136,1011,979,73,51
2023,136,961,996,75,52
2023,136,1001,1006,85,76
2023,136,965,974,78,63
2023,136,997,998,78,70
2023,136,958,999,65,52
2023,136,985,982,75,69
2023,136,976,980,69,60
2023,136,993,1007,81,64
2023,136,977,990,85,69
2023,136,944,966,84,73
2023,136,957,967,71,66
2023,136,1008,986,72,71
2023,136,1002,962,70,55
2023,136,995,959,84,81
2023,136,952,969,68,63
2023,137,961,1011,71,64
2023,137,1001,965,86,75
2023,137,997,958,62,55
2023,137,985,976,98,93
2023,137,977,993,89,75
2023,137,957,944,83,71
2023,137,1002,1008,88,65
2023,137,995,952,79,76
2023,138,961,1001,57,56
2023,138,997,985,79,76
2023,138,977,957,88,81
2023,138,1002,995,82,54
2023,139,961,997,72,71
2023,139,1002,977,72,59
2023,140,1002,961,76,59
2024,135,1067,1026,91,52
2024,135,1036,1060,77,65
2024,135,1029,1020,69,65
2024,135,1012,1076,78,76
2024,135,1062,1073,71,67
2024,135,1054,1042,85,69
2024,135,1015,1064,66,61
2024,135,1053,1027,82,65
2024,135,1038,1016,90,62
2024,135,1045,1044,69,51
2024,135,1057,1032,75,66
2024,135,1078,1070,109,96
2024,135,1072,1039,77,56
2024,135,1075,1071,92,67
2024,135,1065,1040,63,60
2024,135,1077,1049,85,65
2024,135,1056,1048,86,46
2024,135,1022,1041,98,83
2024,135,1052,1013,72,61
2024,135,1063,1018,64,47
2024,135,1037,1021,80,67
2024,135,1035,1050,80,76
2024,135,1069,1061,102,100
2024,135,1047,1014,87,69
2024,135,1033,1058,78,50
2024,135,1019,1025,88,72
2024,135,1059,1046,86,65
2024,135,1051,1030,93,89
2024,135,1034,1028,87,73
2024,135,1066,1079,77,60
2024,135,1023,1068,56,44
2024,135,1024,1031,83,49
2024,136,1067,1036,75,58
2024,136,1029,1012,85,57
2024,136,1054,1062,89,63
2024,136,1053,1015,67,56
2024,136,1038,1045,85,69
2024,136,1078,1057,72,61
2024,136,1072,1075,72,64
2024,136,1077,1065,78,68
2024,136,1056,1022,100,95
2024,136,1063,1052,93,55
2024,136,1037,1035,79,73
2024,136,1047,1069,81,77
2024,136,1033,1019,106,67
2024,136,1059,1051,89,68
2024,136,1066,1034,86,73
2024,136,1024,1023,62,58
2024,137,1067,1029,82,52
2024,137,1054,1053,72,69
2024,137,1078,1038,89,87
2024,137,1072,1077,77,72
2024,137,1063,1056,54,51
2024,137,1037,1047,67,58
2024,137,1033,1059,80,68
2024,137,1024,1066,82,75
2024,138,1067,1054,77,52
2024,138,1078,1072,89,82
2024,138,1037,1063,76,64
2024,138,1033,1024,72,66
2024,139,1067,1078,86,72
2024,139,1033,1037,63,50
2024,140,1067,1033,75,60
2025,135,1141,1145,83,63
2025,135,1134,1119,89,75
2025,135,1114,1089,68,65
2025,135,1092,1080,80,71
2025,135,1112,1104,71,64
2025,135,1124,1120,82,55
2025,135,1106,1118,75,66
2025,135,1113,1139,87,62
2025,135,1131,1105,95,69
2025,135,1135,1103,67,59
2025,135,1136,1115,78,70
2025,135,1117,1128,81,49
2025,135,1133,1110,67,57
2025,135,1091,1087,82,72
2025,135,1142,1123,79,72
2025,135,1095,1107,83,53
2025,135,1132,1108,93,49
2025,135,1140,1111,75,72
2025,135,1102,1121,81,52
2025,135,1143,1147,93,65
2025,135,1138,1084,80,71
2025,135,1083,1109,85,66
2025,135,1098,1085,59,56
2025,135,1146,1100,90,81
2025,135,1126,1096,78,40
2025,135,1129,1130,89,68
2025,135,1116,1137,69,67
2025,135,1101,1127,75,63
2025,135,1125,1081,86,73
2025,135,1122,1090,76,57
2025,135,1088,1086,72,47
2025,135,1094,1082,77,62
2025,136,1141,1134,82,70
2025,136,1114,1092,91,79
2025,136,1112,1124,91,78
2025,136,1113,1106,71,63
2025,136,1131,1135,77,75
2025,136,1117,1136,72,71
2025,136,1091,1133,77,64
2025,136,1142,1095,75,66
2025,136,1132,1140,89,66
2025,136,1143,1102,87,83
2025,136,1138,1083,91,89
2025,136,1146,1098,80,66
2025,136,1126,1129,81,76
2025,136,1101,1116,76,62
